,Area,Year,Cropland (ha/cap),Crop Prod Total (tonnes),Fertilizer N20 Emissions (kt),Efficiency (kt/cropland),Em_label,Eff_label,CL_label
817,South America,1972,0.4331,358679342.95,16.9163,828167.4969983837,High,High,Mid
818,South America,1973,0.4309,374195650.65999997,15.7932,868404.8518449756,High,High,Mid
819,South America,1974,0.4289,395808884.6,17.2722,922846.5483795757,High,High,Mid
820,South America,1975,0.4265,398778558.01,15.9774,935002.4806799531,High,High,Mid
821,South America,1976,0.4331,425786365.01,20.4467,983113.2879473564,High,High,Mid
822,South America,1977,0.4388,449317774.59,24.9915,1023969.4042616226,High,High,Mid
823,South America,1978,0.4437,453609466.42,25.0014,1022333.7084065811,High,High,Mid
824,South America,1979,0.4483,469539542.0,27.2153,1047377.9656480036,High,High,Mid
825,South America,1980,0.4526,492805352.81,29.9441,1088831.9770437472,High,High,Mid
826,South America,1981,0.4475,513563875.49,24.0503,1147628.7720446927,High,High,Mid
827,South America,1982,0.4422,551883640.78,23.1288,1248040.7977838083,High,High,Mid
828,South America,1983,0.4373,569737815.3,22.161,1302853.4536931165,High,High,Mid
829,South America,1984,0.4329,593829916.0699999,30.1741,1371748.4778701777,High,High,Mid
830,South America,1985,0.4292,631213170.59,32.0814,1470673.743219944,High,High,Mid
831,South America,1986,0.4174,623581968.6899999,38.7248,1493967.3423334928,High,High,Mid
832,South America,1987,0.4048,667060747.63,40.4506,1647877.3409832015,High,High,Mid
833,South America,1988,0.3929,668468611.65,38.895,1701370.8619241535,High,High,Mid
834,South America,1989,0.3807,666156545.63,37.0007,1749820.1881534015,High,High,Mid
835,South America,1990,0.369,670528403.05,36.3429,1817150.1437669375,High,High,Mid
836,South America,1991,0.3582,685069826.52,36.2031,1912534.41239531,High,High,Mid
837,South America,1992,0.3479,710064601.9300001,36.5174,2041002.017620006,High,High,Mid
838,South America,1993,0.3379,686269059.46,42.7164,2030982.7151820066,High,High,Mid
839,South America,1994,0.3298,759339435.3199999,47.7897,2302424.000363857,High,High,Mid
840,South America,1995,0.3205,802646449.08,48.2914,2504357.0954134166,High,High,Mid
841,South America,1996,0.3176,803512166.01,55.7022,2529950.1448677583,High,High,Mid
842,South America,1997,0.317,852094495.69,60.3184,2687995.254542587,High,High,Mid
843,South America,1998,0.3168,883907528.72,61.6749,2790112.1487373738,High,High,Mid
844,South America,1999,0.3152,886863798.63,64.149,2813654.183470812,High,High,Mid
845,South America,2000,0.3146,887401869.72,67.5953,2820730.6729815644,High,High,Mid
846,South America,2001,0.3122,937467554.39,70.121,3002778.8417360666,High,High,Mid
847,South America,2002,0.3099,975763880.04,77.7772,3148641.110164569,High,High,Mid
848,South America,2003,0.314,1051723056.9,88.7156,3349436.486942675,High,High,Mid
849,South America,2004,0.3187,1083061949.16,99.8158,3398374.4874803894,High,High,Mid
850,South America,2005,0.3233,1112078090.16,84.9996,3439771.3892978663,High,High,Mid
851,South America,2006,0.3265,1178980456.5,92.228,3610966.1761102607,High,High,Mid
852,South America,2007,0.3283,1291820603.5,115.242,3934878.4754797444,High,High,Mid
853,South America,2008,0.324,1415373692.93,107.938,4368437.323858025,High,High,Mid
854,South America,2009,0.3193,1414155240.91,93.9563,4428923.397776387,High,High,Mid
855,South America,2010,0.3258,1503470164.8600001,115.9987,4614702.777348067,High,High,Mid
856,South America,2011,0.3263,1558155710.03,132.9944,4775224.364174074,High,High,Mid
857,South America,2012,0.3263,1529368067.5,123.5348,4686999.900398406,High,High,Mid
858,South America,2013,0.3247,1630093209.23,136.565,5020305.541207268,High,High,Mid
859,South America,2014,0.3219,1618626950.68,147.288,5028353.372724448,High,High,Mid
860,South America,2015,0.3247,1662283303.38,121.7272,5119443.496704651,High,High,Mid
861,South America,2016,0.3201,1649460120.51,130.8788,5152952.57891284,High,High,Mid
862,South America,2017,0.3189,1696149913.8600001,153.309,5318751.689746003,High,High,Mid
863,South America,2018,0.3179,1655944179.6200001,154.0408,5209009.687385971,High,High,Mid
864,South America,2019,0.3174,1719962991.24,163.5284,5418913.015879017,High,High,Mid
865,South America,2020,0.3189,1752409042.49,189.3039,5495167.897428661,High,High,Mid
866,South America,2021,0.3196,1705889634.16,211.8834,5337577.078097623,High,High,Mid
