ensembl_gene_id,occipital neocortex,primary motor-sensory cortex (samples),amygdaloid complex,medial ganglionic eminence,posterior (caudal) superior temporal cortex (area 22c),upper (rostral) rhombic lip,caudal ganglionic eminence,dorsal thalamus,anterior (rostral) cingulate (medial prefrontal) cortex,dorsolateral prefrontal cortex,orbital frontal cortex,lateral ganglionic eminence,"inferolateral temporal cortex (area TEv, area 20)",hippocampus (hippocampal formation),ventrolateral prefrontal cortex,parietal neocortex,geneID
ENSG00000141934,0.023597,0.071444,0.112796,0.043303,0.244989,0.191812,0.0,0.663787,0.668063,0.542588,1.797554,0.0,0.088325,0.519467,0.121928,0.033725,ENSG00000141934
ENSG00000141946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000141946
ENSG00000141956,0.681974,1.359105,0.930119,1.034567,1.089955,1.228633,1.123825,0.786843,0.675397,0.449584,0.400203,1.335654,0.911047,0.770384,0.670802,1.125064,ENSG00000141956
ENSG00000141959,18.675787,17.55117,20.323154,21.437145,19.580788,20.770315,22.079764,20.630035,22.098236,20.814425,19.113466,20.039356,17.035685,23.762493,20.272565,18.962455,ENSG00000141959
ENSG00000141965,13.008339,13.255985,11.778474,11.994204,13.206676,12.857578,12.501248,7.851047,10.020248,9.450906,9.394185,12.865386,12.820594,11.389509,11.661654,13.315183,ENSG00000141965
ENSG00000141968,0.123434,0.198483,0.300091,0.307815,0.321329,0.416323,0.096889,0.055895,0.107994,0.300895,0.5745,0.067463,0.337753,0.349471,0.189075,0.289944,ENSG00000141968
ENSG00000141971,7.980231,5.050959,4.517154,5.38448,5.084992,4.141136,5.681608,3.779585,5.931701,7.780714,6.324026,4.285175,4.586079,6.439283,5.391586,5.782183,ENSG00000141971
ENSG00000141977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067949,0.0,0.070271,0.0,0.051378,0.0,0.0,0.055616,ENSG00000141977
ENSG00000141979,4.250829,5.628432,5.378731,4.320391,5.948425,8.288986,5.318002,4.629848,4.193766,3.310741,2.598545,5.348191,4.919921,4.186233,4.290372,6.090477,ENSG00000141979
ENSG00000141985,30.526661,30.562799,36.370387,32.314203,42.523612,41.927785,37.750934,38.049382,31.626895,28.417599,35.16562,35.437018,31.702841,44.022345,33.587891,35.116589,ENSG00000141985
ENSG00000141994,13.861975,9.954418,7.65905,10.742989,7.949969,8.547001,11.584339,6.348749,13.201602,13.075388,9.317197,9.528153,7.410261,11.56875,10.199091,10.667072,ENSG00000141994
ENSG00000142002,5.692724,7.642065,4.246313,5.459585,5.435814,5.139794,6.499291,3.137328,5.126227,4.112351,3.600475,6.807929,4.396933,5.860056,4.773509,6.136437,ENSG00000142002
ENSG00000142025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142025
ENSG00000142039,11.935871,12.961932,11.664578,13.458734,12.504731,17.046734,14.134084,11.484278,10.58184,9.864577,9.534492,14.431289,12.42987,13.00434,12.042691,13.929971,ENSG00000142039
ENSG00000142046,4.074785,3.695604,3.576482,2.084432,3.6059,4.478683,2.276037,3.861624,4.689126,3.765402,2.625588,2.457365,3.317375,5.474942,3.808377,3.958088,ENSG00000142046
ENSG00000142065,7.231765,7.991775,8.685607,8.171358,8.678363,7.295379,8.048953,9.299688,6.786144,6.520806,6.617605,7.712774,9.802645,7.013033,8.337713,7.333202,ENSG00000142065
ENSG00000142082,4.064698,4.291103,3.693751,3.666508,3.497444,5.831064,3.846272,4.240094,4.160786,3.651233,4.204783,4.30196,3.321655,4.467537,3.869049,3.816986,ENSG00000142082
ENSG00000142089,26.866192,18.193112,19.777289,10.222755,36.392731,20.921878,11.028229,7.713727,21.490639,34.039951,76.043588,8.498029,12.870712,51.444548,24.270378,20.097034,ENSG00000142089
ENSG00000142102,0.11925,0.256156,0.083293,0.088767,0.153913,0.128091,0.100561,0.098115,0.111007,0.17628,0.377097,0.075259,0.0842,0.252251,0.186388,0.182385,ENSG00000142102
ENSG00000142149,9.799163,14.302249,4.533367,9.225176,12.234424,6.651195,9.335104,7.423258,5.905059,7.325639,4.855235,11.124096,7.401745,5.276751,12.157205,14.285674,ENSG00000142149
ENSG00000142156,13.847892,19.691547,10.106806,12.146686,27.214126,23.318643,11.34627,17.677338,12.340189,10.695594,20.814129,13.560177,10.796054,26.319494,16.140755,21.261673,ENSG00000142156
ENSG00000142163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142163
ENSG00000142166,7.126738,11.686769,8.608612,11.196598,10.655769,8.379673,10.833213,4.784754,7.009705,7.268077,7.199432,11.904879,10.555937,7.389767,8.060259,9.558988,ENSG00000142166
ENSG00000142168,95.342616,69.681777,78.903053,74.729792,68.366523,66.199939,73.397607,78.469237,107.014292,122.551633,126.070695,67.099871,66.508989,96.368854,83.361532,77.357303,ENSG00000142168
ENSG00000142173,8.976799,9.038754,7.088177,4.747391,24.765101,11.614605,3.678912,5.457161,6.193893,5.581633,25.96408,3.350653,4.732328,20.478709,7.611515,11.865706,ENSG00000142173
ENSG00000142178,4.056354,6.537792,2.996375,2.061243,8.170461,3.687875,4.081346,1.395498,3.514973,4.036149,3.671018,3.724489,3.675499,2.993676,5.221661,6.131285,ENSG00000142178
ENSG00000142182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142182
ENSG00000142185,0.096193,0.221545,0.402967,0.261943,0.289772,0.6967,0.070859,0.024092,0.160566,0.122954,0.235029,0.088411,0.100934,0.134418,0.096514,0.141836,ENSG00000142185
ENSG00000142186,9.274276,12.362513,10.579656,10.270483,13.240594,17.218751,10.464008,11.398163,8.78939,8.958434,9.399624,12.34036,10.742506,10.292677,9.82877,12.5953,ENSG00000142186
ENSG00000142188,6.434868,4.597745,6.57621,5.758045,5.372542,4.247595,5.298483,5.496943,5.599801,7.735379,9.387933,5.389551,6.497475,6.807654,6.271544,4.737605,ENSG00000142188
ENSG00000142192,52.529879,76.150777,153.253528,82.80449,132.395103,177.215269,84.46077,198.513553,68.907997,60.997296,136.355683,102.965399,129.800208,99.545467,89.728804,72.509677,ENSG00000142192
ENSG00000142197,2.623508,6.988502,4.124342,3.0953,10.82332,3.963194,4.651427,3.807335,2.489232,2.149687,1.636227,6.292858,5.271301,2.443858,5.569624,5.80513,ENSG00000142197
ENSG00000142207,3.769753,4.320482,4.194266,3.753646,3.863135,3.017163,3.674795,2.511802,3.209583,2.472492,2.569334,3.859848,3.737257,3.642839,3.197811,4.224426,ENSG00000142207
ENSG00000142208,23.146496,22.388598,26.211278,27.585342,21.967315,25.163038,27.774717,26.806607,23.011333,26.362348,23.706979,25.044184,21.010292,23.735655,25.604847,22.808352,ENSG00000142208
ENSG00000142224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142224
ENSG00000142227,12.349242,7.068532,3.361549,5.769215,10.115342,5.591279,3.278936,2.433096,9.20375,7.469149,32.099068,3.421954,3.472698,13.663968,5.516752,8.981857,ENSG00000142227
ENSG00000142230,96.525581,67.230907,71.820132,84.706144,62.94869,48.774284,87.0059,75.968642,94.043606,96.413716,81.801317,72.258154,64.037643,84.832239,80.263741,76.02627,ENSG00000142230
ENSG00000142233,0.038983,0.039519,0.09542,0.0,0.265634,0.0,0.019274,0.088502,0.049236,0.026648,0.25356,0.021656,0.036978,0.143439,0.075618,0.019878,ENSG00000142233
ENSG00000142235,3.962347,8.994239,15.273387,5.116328,16.351162,44.984117,6.532188,16.206454,3.942663,2.680192,2.206179,12.759588,16.460953,3.08959,5.636825,8.580225,ENSG00000142235
ENSG00000142252,8.624739,5.867214,7.303503,7.727216,6.808456,6.220902,7.001686,7.003008,8.053257,8.435394,7.810972,6.712527,6.943138,7.157967,6.189009,7.389106,ENSG00000142252
ENSG00000142273,0.0,0.0,0.0,0.0,0.004821,0.0,0.0,0.0,0.028504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142273
ENSG00000142279,2.982206,2.553556,3.332515,2.249832,3.662208,7.682171,1.628266,3.182408,4.248366,3.865719,7.804937,2.386792,2.14894,5.493267,2.682644,2.902168,ENSG00000142279
ENSG00000142303,2.089683,6.227335,3.120269,2.648577,4.438305,11.608941,3.197227,4.136213,1.71185,1.992222,1.997619,6.622231,3.496797,3.073487,2.354772,4.329283,ENSG00000142303
ENSG00000142319,0.007949,0.048023,0.009695,0.014687,0.00832,0.00932,0.0,0.0,0.009972,0.0,0.010313,0.008772,0.00754,0.033411,0.010303,0.008162,ENSG00000142319
ENSG00000142327,5.421465,4.958013,3.248825,3.574512,4.254168,3.905306,3.8709,1.531074,4.065672,4.409515,3.828928,3.631245,3.901535,5.026878,3.663835,5.222405,ENSG00000142327
ENSG00000142330,1.90225,2.818327,2.507404,1.989526,2.190317,4.646051,2.304954,2.554923,1.927167,2.292466,1.630273,2.931087,2.032781,1.71433,2.327418,2.21885,ENSG00000142330
ENSG00000142347,0.324643,0.407208,0.628734,0.339094,0.662437,1.036659,0.301859,0.300855,0.260252,0.384633,0.679171,0.304592,0.409773,0.578091,0.336625,0.435905,ENSG00000142347
ENSG00000142396,20.195819,17.507846,20.267593,21.198727,15.301525,23.010079,17.371624,18.839418,21.391764,26.060276,23.668429,19.610956,17.296487,18.224712,19.292572,18.298527,ENSG00000142396
ENSG00000142405,0.041917,0.021393,0.034473,0.052576,0.029583,0.008285,0.020726,0.0,0.035097,0.037991,0.058346,0.015595,0.040033,0.103798,0.036262,0.043237,ENSG00000142405
ENSG00000142408,1.110257,6.81771,2.959924,1.259161,5.412014,9.550411,1.475236,1.153163,1.382246,0.762139,0.561802,5.591943,3.534666,0.461113,2.41421,5.25052,ENSG00000142408
ENSG00000142409,15.236384,14.083952,13.485783,14.380577,14.093017,23.398749,16.959081,24.555523,23.038355,20.373207,18.015865,15.398016,12.261248,19.844238,15.418493,15.808613,ENSG00000142409
ENSG00000142444,10.832586,10.421971,8.02835,11.366533,8.851822,9.837339,10.890941,5.349059,8.960479,10.659766,8.113309,9.887897,8.218373,8.133645,8.507225,9.871872,ENSG00000142444
ENSG00000142449,2.404143,3.565172,2.567426,2.058194,3.585118,5.318741,2.45441,1.990409,2.398725,1.163192,1.77082,3.792595,2.375605,3.691878,1.682116,3.090248,ENSG00000142449
ENSG00000142453,31.386767,31.972319,32.108562,35.98517,31.407507,40.044589,34.761583,53.463965,25.659787,22.533884,23.054426,40.527192,29.194257,36.231559,26.293609,32.347043,ENSG00000142453
ENSG00000142459,8.545877,13.30264,17.303505,10.959343,16.595327,37.367914,10.828936,18.592192,9.210154,8.275895,10.251157,17.520547,17.493452,9.584385,11.511099,12.518267,ENSG00000142459
ENSG00000142484,0.0,0.051224,0.0,0.0,0.0,0.0,0.0,0.0,0.125061,0.0,0.0,0.0,0.0,0.0,0.0,0.051181,ENSG00000142484
ENSG00000142494,1.454979,0.464878,0.854929,0.326616,3.000604,0.192345,0.273887,0.150775,0.504212,0.292459,1.386152,0.216067,0.528234,1.303045,0.253947,0.698742,ENSG00000142494
ENSG00000142507,124.363122,98.906559,108.908064,101.083985,95.752247,73.665771,109.565855,86.320637,140.993674,161.216166,115.436879,86.721986,94.94853,105.335545,107.964127,114.448021,ENSG00000142507
ENSG00000142511,0.0,0.0,0.0,0.0,0.0,0.039516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142511
ENSG00000142512,0.194699,0.353024,0.11955,0.395907,0.294843,0.498942,0.297931,0.377875,0.226256,0.160332,0.216412,0.208857,0.24629,0.366885,0.157507,0.292923,ENSG00000142512
ENSG00000142513,0.017256,0.051753,0.106555,0.053835,0.017686,0.096531,0.14018,0.062634,0.073513,0.067859,0.0,0.066256,0.043309,0.073537,0.052188,0.105944,ENSG00000142513
ENSG00000142515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142515
ENSG00000142528,6.029954,6.540971,5.845575,6.204075,5.954911,4.769836,5.879258,3.906801,6.633671,5.464102,5.305555,5.555859,5.932382,6.581421,5.461114,6.476046,ENSG00000142528
ENSG00000142530,4.86373,2.911808,6.271234,3.754774,3.925053,8.265442,3.313715,8.515852,5.268285,4.892784,6.90518,4.167933,4.18859,6.843157,2.743881,5.018855,ENSG00000142530
ENSG00000142534,1892.457496,1143.445973,1748.211597,1746.42491,1242.835241,1073.729199,1599.080406,1505.191659,1678.038332,2240.002059,1839.974272,1072.474548,1287.532173,1769.174447,1652.142859,1285.326669,ENSG00000142534
ENSG00000142538,0.0,0.0,0.095587,0.0,0.0,0.23469,0.0,13.372949,0.096983,0.0,0.250056,0.0,0.14767,0.989321,0.0,0.0,ENSG00000142538
ENSG00000142539,0.048722,0.0,0.0,0.045008,0.025672,0.0,0.0,0.0,0.061537,0.0,0.0,0.066936,0.0,0.02586,0.0,0.025184,ENSG00000142539
ENSG00000142541,174.548775,82.371555,130.573899,112.433924,95.19662,68.626003,97.906205,83.024315,129.141335,182.80676,186.458481,86.137182,91.58156,159.119037,116.565704,114.816877,ENSG00000142541
ENSG00000142544,3.420474,3.11949,4.325574,3.369081,3.748506,5.332951,3.329966,3.931377,3.733087,4.324704,3.777492,3.665481,3.637203,3.382044,3.748119,3.288836,ENSG00000142544
ENSG00000142546,52.494771,34.145547,36.672866,37.784178,36.31255,41.144651,41.360985,47.438136,52.202658,61.532683,59.814524,34.896045,36.989105,49.111577,50.723632,42.910234,ENSG00000142546
ENSG00000142549,20.914193,36.485929,33.577788,33.092375,36.863772,67.201699,28.958492,51.313653,25.451421,25.284687,21.866782,43.656309,27.611341,25.723214,31.556885,33.563256,ENSG00000142549
ENSG00000142552,2.724262,1.801718,1.91803,1.619095,2.91136,3.764895,1.23615,3.3124,1.94307,1.920476,9.582833,1.132883,1.926846,4.458483,2.25863,2.480338,ENSG00000142552
ENSG00000142556,5.825255,5.108727,5.603436,5.660599,5.830431,4.055853,5.602177,4.77703,6.654058,6.351146,5.831622,4.808861,7.505955,5.82584,5.724201,5.259196,ENSG00000142556
ENSG00000142583,0.243577,0.167783,0.107412,0.149618,0.151807,0.176327,0.066389,0.048062,0.194211,0.185872,0.167449,0.068696,0.11309,0.229309,0.127177,0.135417,ENSG00000142583
ENSG00000142599,6.165084,16.264252,11.90516,12.109954,16.422042,25.321952,14.328662,14.658634,3.809223,2.59286,1.828008,18.264665,12.705514,6.019466,7.144654,13.700647,ENSG00000142599
ENSG00000142606,3.725587,2.909882,3.158488,3.321683,3.032663,3.286733,3.135761,3.570598,4.335167,3.943997,3.639536,3.214803,2.417573,3.73227,2.789899,3.699361,ENSG00000142606
ENSG00000142609,0.003456,0.004877,0.045745,0.033623,0.0,0.027163,0.023579,0.014213,0.027772,0.00463,0.022177,0.060615,0.019538,0.147342,0.022519,0.007098,ENSG00000142609
ENSG00000142611,3.84221,8.008845,1.900554,5.896682,4.533554,1.064828,7.570581,0.128208,2.820021,1.89413,1.178593,8.777799,2.998117,1.58764,3.823625,7.129193,ENSG00000142611
ENSG00000142615,0.0,0.0,0.00472,0.0,0.023058,0.02583,0.0,0.0,0.0,0.0,0.0,0.006242,0.0,0.0,0.0,0.0,ENSG00000142615
ENSG00000142619,0.0,0.022855,0.0,0.0,0.0,0.0,0.0,0.012752,0.033824,0.015307,0.029248,0.01244,0.010259,0.0,0.0,0.0,ENSG00000142619
ENSG00000142621,0.022154,0.005605,0.064044,0.030611,0.023188,0.141391,0.04337,0.020382,0.020148,0.02467,0.235884,0.028143,0.093869,0.126786,0.039537,0.014251,ENSG00000142621
ENSG00000142623,0.0,0.0,0.008679,0.026474,0.007448,0.016687,0.0,0.00805,0.0,0.0,0.0,0.007853,0.0,0.0,0.0,0.0,ENSG00000142623
ENSG00000142627,3.820704,4.682852,1.566617,2.247941,2.313167,1.775028,2.592235,2.66835,5.351414,3.062806,2.546426,2.326925,1.280538,6.681647,2.659298,3.963444,ENSG00000142627
ENSG00000142632,2.798974,2.224724,1.24885,1.38966,1.082589,1.13599,1.428039,0.567446,4.78091,2.94442,2.715577,1.259373,0.925347,3.201111,1.570124,1.719409,ENSG00000142632
ENSG00000142634,17.682386,16.458497,11.891805,13.08245,15.05029,12.948605,17.544578,8.134001,16.243161,19.43894,16.986738,13.129964,12.374239,16.405731,19.605818,17.527773,ENSG00000142634
ENSG00000142655,7.190585,7.009505,7.195661,7.231467,7.001068,8.956681,7.245683,7.59675,7.040715,7.072566,7.509677,7.759735,6.221613,6.931378,6.459905,8.01091,ENSG00000142655
ENSG00000142657,105.415921,69.812575,113.233863,96.257375,86.677993,89.175063,85.883916,110.109655,82.309354,89.135412,85.127288,82.609463,97.242009,103.990571,83.566802,82.230649,ENSG00000142657
ENSG00000142661,0.0,0.0,0.0,0.028317,0.00401,0.008985,0.0,0.0,0.004807,0.005203,0.024854,0.008285,0.003487,0.0,0.009932,0.003934,ENSG00000142661
ENSG00000142669,43.778859,33.602443,49.646936,56.527689,40.347093,34.532942,51.224187,46.985748,34.029188,42.030538,46.389893,45.528596,40.375232,47.317736,37.09846,38.262233,ENSG00000142669
ENSG00000142675,0.079256,0.47181,0.072503,0.031287,0.151927,0.869201,0.10828,0.076761,0.031793,0.034729,0.12031,0.392451,0.067749,0.044698,0.111685,0.230776,ENSG00000142675
ENSG00000142676,354.420762,253.027036,338.602296,299.764898,274.390651,228.503813,319.626575,221.507024,349.032185,392.252056,457.518853,225.600115,238.005258,375.338011,287.434903,252.10924,ENSG00000142676
ENSG00000142677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012052,0.0,0.0,0.0,ENSG00000142677
ENSG00000142684,4.758422,3.379603,3.589622,3.179549,3.278998,3.650133,3.069536,3.082014,4.313476,4.670251,5.309365,2.914027,3.045157,4.438027,4.490891,3.263546,ENSG00000142684
ENSG00000142686,13.137299,13.550718,29.512783,15.336125,22.525902,28.719906,12.824193,19.340573,7.421998,9.399686,17.22502,18.119097,26.698145,9.782559,13.249956,14.514263,ENSG00000142686
ENSG00000142687,4.366549,5.658083,5.942068,5.498084,5.928821,7.30165,5.310169,4.841065,3.597727,3.547804,4.24437,6.1519,6.5171,5.181534,4.616597,5.166951,ENSG00000142687
ENSG00000142694,7.047093,3.731759,4.695245,3.600943,8.009543,5.554353,3.02228,2.245168,6.10189,11.848891,24.321437,2.928472,3.792468,12.435153,8.49024,5.909106,ENSG00000142694
ENSG00000142698,0.321002,0.141738,0.255338,0.285387,0.247988,0.163049,0.218785,0.079085,0.297222,0.37818,0.307868,0.478103,0.224023,0.338658,0.307086,0.3007,ENSG00000142698
ENSG00000142700,40.933222,24.966247,2.556258,0.475752,15.725619,0.104983,7.711638,0.240397,46.856022,31.361293,16.764278,3.344666,12.291527,47.129851,21.145525,27.793519,ENSG00000142700
ENSG00000142731,11.252914,10.764533,5.015398,11.085704,5.397598,2.23785,11.906036,5.164591,11.874973,11.2279,7.052984,10.20445,5.678179,9.486089,8.915949,9.368488,ENSG00000142731
ENSG00000142733,0.217603,0.269765,0.155832,0.228092,0.52526,0.394036,0.265303,0.477497,0.200957,0.224982,0.632749,0.35778,0.20353,0.574985,0.204198,0.196977,ENSG00000142733
ENSG00000142748,0.04945,0.06745,0.12118,0.132338,0.224918,0.01924,0.032674,0.111887,0.062317,0.04487,0.042867,0.146105,0.04712,0.10499,0.107795,0.051007,ENSG00000142748
ENSG00000142751,3.862646,5.700085,3.351614,4.467513,3.898157,6.53296,4.636199,2.191527,3.895668,3.088331,2.94155,5.105498,3.918968,3.750352,3.400438,4.49121,ENSG00000142751
ENSG00000142765,0.036496,0.036999,0.055569,0.045133,0.063552,0.035742,0.017882,0.020504,0.015193,0.01611,0.118319,0.100555,0.051812,0.095899,0.023492,0.018695,ENSG00000142765
ENSG00000142784,8.243651,11.752807,11.563233,10.789603,11.957876,16.097403,9.972091,12.203528,7.866697,6.789257,7.447233,12.130519,11.126015,9.900217,8.678223,10.649861,ENSG00000142784
ENSG00000142789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000142789
ENSG00000142794,0.780821,0.898537,0.835104,0.672136,0.737929,0.764877,0.626536,0.443854,0.955537,0.756711,1.04357,0.631582,0.841761,0.984961,0.793224,0.857093,ENSG00000142794
ENSG00000142798,1.394645,2.574718,1.44852,1.900541,2.571345,2.330514,2.279717,0.874624,0.707688,0.534692,1.117012,2.017156,1.295062,1.950033,0.909033,2.399453,ENSG00000142798
ENSG00000142856,6.974791,3.541979,2.235913,4.444217,2.501568,1.079668,4.535319,2.655787,6.597922,7.666949,6.205709,3.239754,2.383229,4.74609,4.691404,3.677392,ENSG00000142856
ENSG00000142864,59.057151,43.69759,35.340203,51.715961,41.12124,25.951479,47.673807,44.120299,65.634148,59.541816,50.280084,43.472308,41.250703,59.964845,51.600576,44.997741,ENSG00000142864
ENSG00000142867,5.040704,4.70429,4.851399,5.291967,4.814574,3.520214,5.192372,4.539711,4.484116,5.118772,5.388606,4.772109,5.448081,5.06689,4.784944,4.388333,ENSG00000142867
ENSG00000142871,12.478119,9.975328,6.47212,18.920737,9.471888,2.401937,17.721712,2.934674,3.514659,4.161622,9.919932,14.106798,5.7095,8.049293,7.00718,12.831756,ENSG00000142871
ENSG00000142875,26.921247,24.907443,30.182266,20.312822,30.296058,17.70251,18.558384,17.614279,24.424951,27.183061,28.102356,21.585868,45.370417,21.654913,31.554619,26.59434,ENSG00000142875
ENSG00000142892,7.083987,4.810641,4.853226,5.815855,5.721064,3.300567,5.47493,4.964528,7.09415,8.235403,7.843578,4.467843,6.021143,6.058117,7.453423,5.023398,ENSG00000142892
ENSG00000142910,0.149999,0.121338,0.175504,0.022356,0.420096,0.049105,0.0,0.020279,0.082792,0.211549,0.785811,0.0,0.085479,0.309612,0.187132,0.129423,ENSG00000142910
ENSG00000142920,1.735716,0.841568,0.534284,0.34513,0.538237,0.687577,0.408983,0.414992,1.449178,0.854554,1.065991,0.562403,0.783562,1.564578,0.588659,0.988472,ENSG00000142920
ENSG00000142937,378.761534,224.355825,325.788471,294.253227,255.695771,191.368287,262.660949,206.546475,367.320587,440.104679,413.719494,199.216888,239.343463,332.38542,296.971143,252.362273,ENSG00000142937
ENSG00000142945,29.429747,25.461649,14.5945,29.953945,15.251302,4.41015,30.930077,14.690203,26.675346,24.607912,16.038909,23.647544,12.069428,21.020938,19.993561,24.3397,ENSG00000142945
ENSG00000142949,19.297618,27.637893,21.345707,23.685684,19.921485,26.161552,25.529177,26.109598,22.201151,13.20567,12.436776,27.05877,21.700975,26.137331,17.72971,25.768525,ENSG00000142949
ENSG00000142959,0.238168,0.124937,0.225623,0.134946,0.173732,0.412349,0.074398,0.611682,0.390829,0.194441,0.42852,0.296643,0.117577,0.41361,0.20467,0.13337,ENSG00000142959
ENSG00000142961,0.520207,0.603451,0.349544,0.357058,0.797497,0.48619,0.269318,0.448102,0.580593,1.026372,1.691949,0.504195,0.295148,1.002825,0.782322,0.538131,ENSG00000142961
ENSG00000142973,0.0,0.010527,0.0,0.009659,0.010869,0.0,0.0,0.0,0.0,0.014102,0.039871,0.011305,0.0,0.010949,0.0,0.0,ENSG00000142973
ENSG00000143001,0.0,0.033296,0.0,0.030548,0.0,0.0,0.0,0.037156,0.081847,0.0446,0.0,0.0,0.031154,0.034629,0.083412,0.033724,ENSG00000143001
ENSG00000143006,0.0,0.014986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019178,0.0,0.0,0.0,0.0,0.0,ENSG00000143006
ENSG00000143013,11.843178,11.253249,45.385365,43.560004,21.667486,37.816878,31.569286,25.545178,17.282842,12.932292,49.863304,38.520585,40.077013,16.82359,11.949715,11.670564,ENSG00000143013
ENSG00000143028,0.0,0.009068,0.01091,0.00832,0.0,0.062928,0.0,0.0,0.0,0.0,0.046418,0.0,0.016969,0.018862,0.02303,0.0,ENSG00000143028
ENSG00000143032,0.225406,0.476364,6.141941,0.105063,7.059816,3.578445,0.726883,46.753573,0.684267,0.447393,8.123096,0.806343,11.782876,21.171402,0.50781,0.57862,ENSG00000143032
ENSG00000143033,11.892787,11.681636,7.476436,8.810593,9.782456,7.010314,7.739495,8.704994,11.030319,11.977583,8.109795,9.796401,9.93419,9.286226,12.077472,10.884275,ENSG00000143033
ENSG00000143036,0.186967,0.200681,0.516305,0.21195,0.595761,0.174627,0.329413,2.111148,0.35967,0.472894,2.310932,0.122382,0.419164,1.091369,0.160387,0.127581,ENSG00000143036
ENSG00000143061,15.798304,28.030126,44.274581,22.695729,40.500439,47.965078,25.137715,24.510327,16.408411,14.508759,16.942282,29.837598,43.145737,14.740168,27.230736,26.084064,ENSG00000143061
ENSG00000143067,6.012217,8.146095,12.58553,10.117881,11.408884,13.816277,8.385778,16.182342,5.650295,5.691109,7.220129,11.628493,14.323426,6.204977,8.533047,8.295041,ENSG00000143067
ENSG00000143079,10.437349,14.069595,16.777827,15.969158,16.032883,15.60065,15.391229,15.25926,9.940149,8.989017,9.8086,14.906415,16.617323,13.083482,13.096855,13.3194,ENSG00000143079
ENSG00000143093,9.904869,15.240812,19.762591,12.183084,17.901242,22.998585,12.650522,12.925428,9.719306,9.175599,9.898339,16.606594,19.783234,10.420803,11.863517,13.670203,ENSG00000143093
ENSG00000143105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000143105
ENSG00000143106,25.570485,19.485545,21.922986,20.345038,17.672299,16.137883,18.602361,18.192273,28.035794,29.461817,28.513131,18.40956,19.710894,24.689123,22.865763,20.963967,ENSG00000143106
ENSG00000143107,0.0,0.0,0.0,0.0,0.0,0.012408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENSG00000143107
ENSG00000143110,0.142556,0.113296,0.110982,0.04829,0.12158,0.146929,0.089195,0.072872,0.032676,0.123321,0.284726,0.053994,0.086143,0.06402,0.033761,0.026745,ENSG00000143110
ENSG00000143119,1.133402,0.592596,0.628201,0.622664,1.310109,1.126563,0.370685,0.328011,0.493946,0.513462,1.710713,0.265142,0.552711,1.195531,0.733158,0.79302,ENSG00000143119
ENSG00000143125,0.0,0.0,0.0,0.050116,0.028199,0.206609,0.0,0.030478,0.033797,0.036584,0.0,0.059463,0.05111,0.0,0.034919,0.082989,ENSG00000143125
ENSG00000143126,18.903685,33.570737,17.183327,21.148472,27.079305,21.580528,26.917275,15.64704,8.93134,7.198905,2.986269,25.180017,24.46266,13.1524,14.388778,34.407018,ENSG00000143126
ENSG00000143127,0.102133,0.143849,0.103562,0.121319,0.425758,0.160245,0.050156,0.025754,0.092525,0.161565,1.405459,0.074519,0.086011,0.238486,0.087521,0.18842,ENSG00000143127
ENSG00000143140,0.831259,1.23574,1.839253,0.556778,3.899575,0.627247,0.054439,0.326067,1.125501,1.624166,3.522192,0.342378,0.945526,2.439857,1.016648,1.353915,ENSG00000143140
ENSG00000143147,5.130947,7.82084,6.252718,6.007058,6.640051,7.619127,6.576061,6.858577,6.24721,5.179085,4.667849,7.810238,5.539191,6.161794,6.062546,6.905391,ENSG00000143147
ENSG00000143149,24.028322,21.859845,21.483481,25.863636,23.085331,11.978545,29.554526,8.599725,26.403757,26.614296,30.082798,20.48105,22.574573,26.159375,24.434339,22.90194,ENSG00000143149
